466142;Product_01083;1
466142;Product_01136;1
466142;Product_01499;1
466142;Product_01545;1
466142;Product_01654;1
466142;Product_01688;1
466142;Product_01909;1
466142;Product_02021;1
466142;Product_02137;1
466142;Product_02175;1
466142;Product_02195;1
466142;Product_02236;1
466142;Product_02238;1
466142;Product_02240;2
466142;Product_02243;2
466142;Product_02268;1
466142;Product_02269;1
466142;Product_02295;1
466142;Product_02324;1
466142;Product_02336;1
466142;Product_02361;1
466142;Product_02371;1
466142;Product_02380;2
466142;Product_03071;1
466142;Product_03315;1
466142;Product_03860;1
466142;Product_21460;1
466142;Product_25068;1
466142;Product_25069;1
466142;Product_25100;1
466142;Product_25110;1
466142;Product_25111;1
466142;Product_25117;1
466142;Product_25126;1
466142;Product_25146;1
466142;Product_25157;3
466142;Product_25158;2
466142;Product_25205;1
466142;Product_25924;1
466142;Product_25938;4
466142;Product_25956;1
466142;Product_69130;5
466142;Product_69132;2
466142;Product_69140;1
466142;Product_69201;1
466142;Product_69205;1
466142;Product_69516;1
466142;Product_69526;2
466142;Product_69544;1
466142;Product_69545;1
466142;Product_69546;1
466142;Product_69550;1
466142;Product_69551;1
466142;Product_69560;1
466142;Product_69622;1
466142;Product_69705;1
466142;Product_69706;1
466142;Product_69719;1
466142;Product_69720;1
466142;Product_69725;1
466142;Product_69730;2
466142;Product_69737;1
466142;Product_69741;1
466142;Product_69744;1
466142;Product_69746;1
466142;Product_69750;1
466142;Product_69753;1
466142;Product_69840;1
466152;Product_03216;1
466152;Product_03226;3
466152;Product_03271;1
466152;Product_03312;1
466152;Product_03316;5
466152;Product_03417;2
466152;Product_03434;3
466152;Product_03616;3
466152;Product_03618;1
466152;Product_03800;6
466152;Product_03803;1
466152;Product_03831;1
466152;Product_03835;7
466152;Product_03854;1
466152;Product_31310;1
466152;Product_31540;1
466152;Product_31592;2
466152;Product_69040;1
466152;Product_69090;3
466152;Product_69105;1
466152;Product_69133;6
466152;Product_69214;2
466152;Product_69216;2
466152;Product_69318;1
466152;Product_69319;2
466152;Product_69321;3
466152;Product_69322;3
466152;Product_69510;1
466152;Product_69531;2
466152;Product_69574;1
466152;Product_69576;3
466152;Product_69594;1
466152;Product_69603;1
466152;Product_69607;1
